quote_date,expiration,strike,option_type,bid,ask,last
2020-08-14,2020-09-13,3205.0,call,191.5669,195.437,193.502
2020-08-14,2020-09-13,3375.0,call,79.3609,80.9641,80.1625
2020-08-14,2020-09-13,3540.0,call,23.4994,23.9742,23.7368
2020-08-14,2020-09-13,3710.0,call,4.4515,4.5415,4.4965
2020-08-17,2020-09-16,3045.0,call,343.1875,350.1206,346.6541
2020-08-17,2020-09-16,3215.0,call,191.0261,194.8852,192.9557
2020-08-17,2020-09-16,3380.0,call,81.6458,83.2952,82.4705
2020-08-17,2020-09-16,3550.0,call,23.4815,23.9558,23.7186
2020-08-17,2020-09-16,3720.0,call,4.4662,4.5564,4.5113
2020-08-18,2020-09-17,3050.0,call,345.903,352.8909,349.397
2020-08-18,2020-09-17,3220.0,call,193.407,197.3142,195.3606
2020-08-18,2020-09-17,3390.0,call,80.7238,82.3546,81.5392
2020-08-18,2020-09-17,3560.0,call,23.1726,23.6408,23.4067
2020-08-18,2020-09-17,3730.0,call,4.4067,4.4957,4.4512
2020-08-19,2020-09-18,3035.0,call,345.8781,352.8655,349.3718
2020-08-19,2020-09-18,3205.0,call,193.2169,197.1203,195.1686
2020-08-19,2020-09-18,3375.0,call,80.4027,82.027,81.2149
2020-08-19,2020-09-18,3545.0,call,22.9364,23.3998,23.1681
2020-08-19,2020-09-18,3710.0,call,4.5633,4.6555,4.6094
2020-08-20,2020-09-19,3045.0,call,346.575,353.5765,350.0757
2020-08-20,2020-09-19,3215.0,call,193.9272,197.845,195.8861
2020-08-20,2020-09-19,3385.0,call,80.9868,82.6229,81.8048
2020-08-20,2020-09-19,3555.0,call,23.2456,23.7152,23.4804
2020-08-20,2020-09-19,3725.0,call,4.4158,4.505,4.4604
2020-08-21,2020-09-20,3055.0,call,348.2252,355.2601,351.7426
2020-08-21,2020-09-20,3225.0,call,195.4565,199.4052,197.4308
2020-08-21,2020-09-20,3395.0,call,82.0931,83.7516,82.9223
2020-08-21,2020-09-20,3565.0,call,23.7724,24.2526,24.0125
2020-08-21,2020-09-20,3735.0,call,4.5697,4.662,4.6159
2020-08-24,2020-09-23,3090.0,call,347.5956,354.6177,351.1067
2020-08-24,2020-09-23,3260.0,call,195.3072,199.2528,197.28
2020-08-24,2020-09-23,3430.0,call,82.4642,84.1301,83.2971
2020-08-24,2020-09-23,3605.0,call,23.1775,23.6458,23.4116
2020-08-24,2020-09-23,3775.0,call,4.493,4.5837,4.5384
2020-08-25,2020-09-24,3100.0,call,349.9088,356.9776,353.4432
2020-08-25,2020-09-24,3270.0,call,197.4044,201.3923,199.3984
2020-08-25,2020-09-24,3445.0,call,81.4302,83.0753,82.2528
2020-08-25,2020-09-24,3615.0,call,23.8477,24.3294,24.0885
2020-08-25,2020-09-24,3790.0,call,4.4402,4.5299,4.4851
2020-08-26,2020-09-25,3130.0,call,355.0122,362.1842,358.5982
2020-08-26,2020-09-25,3305.0,call,198.0739,202.0754,200.0746
2020-08-26,2020-09-25,3480.0,call,82.3221,83.9852,83.1536
2020-08-26,2020-09-25,3655.0,call,23.4691,23.9432,23.7062
2020-08-26,2020-09-25,3825.0,call,4.6636,4.7578,4.7107
2020-08-27,2020-09-26,3135.0,call,355.8324,363.0209,359.4266
2020-08-27,2020-09-26,3310.0,call,198.8331,202.8499,200.8415
2020-08-27,2020-09-26,3485.0,call,82.869,84.5431,83.7061
2020-08-27,2020-09-26,3660.0,call,23.7274,24.2068,23.9671
2020-08-27,2020-09-26,3835.0,call,4.4952,4.5861,4.5406
2020-08-28,2020-09-27,3155.0,call,359.2867,366.545,362.9158
2020-08-28,2020-09-27,3335.0,call,197.9812,201.9808,199.981
2020-08-28,2020-09-27,3510.0,call,82.663,84.333,83.498
2020-08-28,2020-09-27,3685.0,call,23.8165,24.2977,24.0571
2020-08-28,2020-09-27,3860.0,call,4.5651,4.6573,4.6112
2020-08-31,2020-09-30,3150.0,call,356.6567,363.8619,360.2593
2020-08-31,2020-09-30,3325.0,call,199.7086,203.7431,201.7258
2020-08-31,2020-09-30,3500.0,call,83.6243,85.3137,84.469
2020-08-31,2020-09-30,3675.0,call,24.1427,24.6304,24.3866
2020-08-31,2020-09-30,3850.0,call,4.6296,4.7231,4.6764
2020-09-01,2020-10-01,3175.0,call,358.1017,365.3361,361.7189
2020-09-01,2020-10-01,3350.0,call,201.2282,205.2934,203.2608
2020-09-01,2020-10-01,3525.0,call,84.9242,86.6398,85.782
2020-09-01,2020-10-01,3705.0,call,23.8606,24.3427,24.1017
2020-09-01,2020-10-01,3880.0,call,4.6141,4.7073,4.6607
2020-09-02,2020-10-02,3225.0,call,362.445,369.7671,366.1061
2020-09-02,2020-10-02,3400.0,call,205.5149,209.6667,207.5908
2020-09-02,2020-10-02,3580.0,call,85.8099,87.5434,86.6767
2020-09-02,2020-10-02,3760.0,call,24.6084,25.1056,24.857
2020-09-02,2020-10-02,3940.0,call,4.6665,4.7608,4.7137
2020-09-03,2020-10-03,3110.0,call,351.3564,358.4546,354.9055
2020-09-03,2020-10-03,3280.0,call,198.7601,202.7754,200.7677
2020-09-03,2020-10-03,3455.0,call,82.4203,84.0854,83.2528
2020-09-03,2020-10-03,3630.0,call,23.335,23.8064,23.5707
2020-09-03,2020-10-03,3800.0,call,4.5811,4.6736,4.6273
2020-09-04,2020-10-04,3085.0,call,348.2182,355.2529,351.7356
2020-09-04,2020-10-04,3255.0,call,195.7854,199.7407,197.763
2020-09-04,2020-10-04,3425.0,call,82.703,84.3738,83.5384
2020-09-04,2020-10-04,3600.0,call,23.2389,23.7083,23.4736
2020-09-04,2020-10-04,3770.0,call,4.4994,4.5903,4.5448
2020-09-08,2020-10-08,3000.0,call,337.9525,344.7798,341.3661
2020-09-08,2020-10-08,3165.0,call,190.0705,193.9103,191.9904
2020-09-08,2020-10-08,3330.0,call,80.3744,81.9982,81.1863
2020-09-08,2020-10-08,3500.0,call,22.609,23.0657,22.8374
2020-09-08,2020-10-08,3665.0,call,4.392,4.4808,4.4364
2020-09-09,2020-10-09,3060.0,call,345.1762,352.1495,348.6629
2020-09-09,2020-10-09,3230.0,call,192.8971,196.794,194.8456
2020-09-09,2020-10-09,3400.0,call,80.5342,82.1612,81.3477
2020-09-09,2020-10-09,3570.0,call,23.1644,23.6324,23.3984
2020-09-09,2020-10-09,3740.0,call,4.4236,4.5129,4.4682
2020-09-10,2020-10-10,3005.0,call,340.2444,347.118,343.6812
2020-09-10,2020-10-10,3170.0,call,192.0951,195.9758,194.0354
2020-09-10,2020-10-10,3340.0,call,79.2234,80.8239,80.0236
2020-09-10,2020-10-10,3505.0,call,23.1991,23.6677,23.4334
2020-09-10,2020-10-10,3675.0,call,4.3087,4.3958,4.3522
2020-09-11,2020-10-11,3005.0,call,341.9578,348.866,345.4119
2020-09-11,2020-10-11,3175.0,call,189.5195,193.3481,191.4338
2020-09-11,2020-10-11,3340.0,call,80.1551,81.7744,80.9648
2020-09-11,2020-10-11,3510.0,call,22.5906,23.047,22.8188
2020-09-11,2020-10-11,3675.0,call,4.4062,4.4952,4.4507
2020-09-14,2020-10-14,3045.0,call,344.6787,351.6419,348.1603
2020-09-14,2020-10-14,3215.0,call,192.3016,196.1865,194.2441
2020-09-14,2020-10-14,3385.0,call,79.9578,81.5732,80.7655
2020-09-14,2020-10-14,3555.0,call,22.8243,23.2854,23.0549
2020-09-14,2020-10-14,3720.0,call,4.5527,4.6446,4.5987
2020-09-15,2020-10-15,3060.0,call,347.3316,354.3484,350.84
2020-09-15,2020-10-15,3230.0,call,194.7448,198.6791,196.7119
2020-09-15,2020-10-15,3400.0,call,81.7067,83.3574,82.5321
2020-09-15,2020-10-15,3570.0,call,23.6478,24.1255,23.8866
2020-09-15,2020-10-15,3740.0,call,4.5474,4.6392,4.5933
2020-09-16,2020-10-16,3045.0,call,346.5557,353.5568,350.0563
2020-09-16,2020-10-16,3215.0,call,193.9107,197.8281,195.8694
2020-09-16,2020-10-16,3385.0,call,80.9763,82.6122,81.7943
2020-09-16,2020-10-16,3555.0,call,23.2413,23.7108,23.4761
2020-09-16,2020-10-16,3725.0,call,4.4147,4.5039,4.4593
2020-09-17,2020-10-17,3020.0,call,343.0514,349.9817,346.5165
2020-09-17,2020-10-17,3190.0,call,190.6255,194.4766,192.5511
2020-09-17,2020-10-17,3355.0,call,81.0602,82.6978,81.879
2020-09-17,2020-10-17,3525.0,call,23.0645,23.5304,23.2974
2020-09-17,2020-10-17,3695.0,call,4.3131,4.4002,4.3567
